App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,sentiment_score
Block Puzzle Classic Legend !,GAME,4.2,17044,4.9M,5000000,Free,0.0,Everyone,Puzzle,"April 13, 2018",2.9,2.3.3 and up,0.15090698653198656
DEAD TARGET: FPS Zombie Apocalypse Survival Games,GAME,4.5,1468638,Varies with device,50000000,Free,0.0,Mature 17+,Action,"July 23, 2018",Varies with device,Varies with device,0.06681826118326119
Candy Bomb,FAMILY,4.4,42145,20M,10000000,Free,0.0,Everyone,Casual;Brain Games,"July 4, 2018",2.9.3181,4.0.3 and up,0.32740319865319867
Coloring & Learn,FAMILY,4.4,12753,51M,5000000,Free,0.0,Everyone,Educational;Creativity,"July 17, 2018",1.49,4.0.3 and up,0.41382226874003186
Educational Games 4 Kids,FAMILY,4.3,11618,39M,5000000,Free,0.0,Everyone,Educational;Education,"April 3, 2018",2.4,4.1 and up,0.1943595257082099
Candy Pop Story,FAMILY,4.7,12948,23M,1000000,Free,0.0,Everyone,Casual;Brain Games,"May 24, 2018",2.0.3165,2.3 and up,0.042415147569444436
Hello Kitty Nail Salon,FAMILY,4.2,369378,24M,50000000,Free,0.0,Everyone,Casual;Pretend Play,"April 17, 2018",1.5,4.1 and up,0.05744808894808895
Candy Smash,FAMILY,4.5,11436,15M,1000000,Free,0.0,Everyone,Casual;Brain Games,"April 17, 2018",2.2.3169,4.0.3 and up,0.15726736111111111
Happy Fruits Bomb - Cube Blast,FAMILY,4.5,2150,20M,500000,Free,0.0,Everyone,Casual;Brain Games,"February 1, 2018",1.0.3122,4.0.3 and up,0.023922799422799415
Coloring book moana,FAMILY,3.9,974,14M,500000,Free,0.0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up,0.15265151515151515
Baby puzzles,FAMILY,4.3,11950,19M,5000000,Free,0.0,Everyone,Educational;Education,"July 12, 2018",6.1,4.0.3 and up,0.07949984276689925
Garden Fruit Legend,FAMILY,4.6,4289,33M,500000,Free,0.0,Everyone,Casual;Brain Games,"July 31, 2018",3.5.3183,4.0.3 and up,0.24278846153846154
Barbie™ Fashion Closet,FAMILY,4.1,68286,85M,10000000,Free,0.0,Everyone,Casual;Creativity,"July 30, 2018",1.3.7,4.1 and up,0.048600288600288595
Candy Day,FAMILY,4.5,11716,48M,1000000,Free,0.0,Everyone,Casual;Brain Games,"August 3, 2018",8.4.3180,4.0 and up,0.1924643640350877
ABC Kids - Tracing & Phonics,FAMILY,4.5,36606,Varies with device,10000000,Free,0.0,Everyone,Educational;Education,"June 22, 2018",Varies with device,4.0 and up,0.36777017277017277
Barbie Magical Fashion,FAMILY,4.0,328619,15M,10000000,Free,0.0,Everyone,Casual;Creativity,"October 6, 2017",2.2,4.1 and up,0.08473276471512357
Educational Games for Kids,FAMILY,4.5,7050,24M,1000000,Free,0.0,Everyone,Educational;Education,"May 27, 2018",2.0,4.0 and up,0.30655643738977073
Baby Tiger Care - My Cute Virtual Pet Friend,FAMILY,4.5,432,63M,100000,Free,0.0,Everyone 10+,Educational;Education,"July 27, 2018",1.0.89,4.4 and up,0.19518518518518518
Drawing for Kids Learning Games for Toddlers age 3,FAMILY,4.6,29436,43M,1000000,Free,0.0,Everyone,Educational;Education,"March 21, 2018",2.0.5.0,4.1 and up,0.38666666666666666
Baby Panda’s Juice Shop,FAMILY,4.5,19230,45M,5000000,Free,0.0,Everyone,Educational;Brain Games,"July 12, 2018",8.25.10.01,4.0.3 and up,0.10833333333333332
Dr. Panda Restaurant 3,FAMILY,4.2,11126,91M,1000000,Free,0.0,Everyone,Educational;Pretend Play,"March 23, 2018",1.6.4,4.1 and up,-0.09746777119938885
Baby ABC in box! Kids alphabet games for toddlers!,FAMILY,4.6,9652,53M,1000000,Free,0.0,Everyone,Educational;Education,"July 16, 2018",2.0.7.4,4.1 and up,0.28577512577512576
Happy Street,FAMILY,4.5,110877,Varies with device,1000000,Free,0.0,Everyone 10+,Casual;Action & Adventure,"March 28, 2018",Varies with device,Varies with device,0.05358881786616161
Dr. Panda Town: Vacation,FAMILY,3.8,10366,78M,1000000,Free,0.0,Everyone,Education;Pretend Play,"July 24, 2018",1.2.1,4.1 and up,0.09280715004396645
Fuzzy Seasons: Animal Forest,FAMILY,4.8,12137,63M,100000,Free,0.0,Everyone 10+,Simulation;Pretend Play,"August 6, 2018",149,4.1 and up,0.16893322575242214
Dog Run - Pet Dog Simulator,FAMILY,4.7,48701,24M,10000000,Free,0.0,Everyone,Simulation;Action & Adventure,"May 22, 2018",1.4.12,4.1 and up,0.13709855403348556
Hot Wheels: Race Off,FAMILY,4.5,520654,Varies with device,10000000,Free,0.0,Everyone,Racing;Action & Adventure,"June 28, 2018",Varies with device,4.4 and up,-0.00883889790764791
Basketball FRVR - Shoot the Hoop and Slam Dunk!,FAMILY,4.5,4076,Varies with device,100000,Free,0.0,Everyone,Sports;Action & Adventure,"August 1, 2018",1.3.3,4.1 and up,0.1024642857142857
Farming Simulator 14,FAMILY,4.5,530904,51M,10000000,Free,0.0,Everyone,Simulation;Action & Adventure,"July 17, 2017",1.4.4,2.3.3 and up,0.058127922254760496
Extreme Racing 2 - Real driving RC cars game!,FAMILY,4.3,4207,93M,500000,Free,0.0,Everyone,Racing;Action & Adventure,"August 31, 2017",1.1.9,4.1 and up,0.023667328042328042
Doctor Pets,FAMILY,4.2,23060,21M,1000000,Free,0.0,Everyone,Educational;Education,"July 26, 2018",1.19,4.1 and up,0.16880208333333332
Disney Magic Kingdoms: Build Your Own Magical Park,FAMILY,4.3,472584,91M,10000000,Free,0.0,Everyone,Simulation;Action & Adventure,"August 2, 2018",3.2.0h,4.0.3 and up,0.08702965526958686
Dominos Game ✔️,FAMILY,4.1,2903,16M,1000000,Free,0.0,Everyone,Board;Brain Games,"July 5, 2018",5.2,4.1 and up,0.023215534465534458
Checkers ✔️,FAMILY,4.1,3617,19M,1000000,Free,0.0,Everyone,Board;Brain Games,"July 24, 2018",4.0.2,4.1 and up,0.06483468113676447
All-in-One Mahjong 3 FREE,FAMILY,4.5,566,17M,50000,Free,0.0,Everyone,Board;Brain Games,"June 13, 2018",20180609,4.0 and up,0.5
DreamWorks Friends,FAMILY,3.6,1042,48M,100000,Free,0.0,Everyone,Role Playing;Pretend Play,"August 4, 2017",2.5,4.3 and up,-0.0017880828486889076
Barbie Life™,FAMILY,3.9,133117,63M,5000000,Free,0.0,Everyone,Casual;Pretend Play,"July 12, 2018",2.6,4.1 and up,0.16261297182349813
Baby Panda Care,FAMILY,4.2,108795,49M,10000000,Free,0.0,Everyone,Educational;Pretend Play,"June 15, 2018",8.25.10.00,4.0.3 and up,0.17201893939393936
Hello Kitty Lunchbox,FAMILY,4.2,51838,15M,5000000,Free,0.0,Everyone,Casual;Creativity,"November 21, 2017",1.6,4.1 and up,-0.05271838659706307
Fun Kid Racing,FAMILY,4.0,79667,Varies with device,10000000,Free,0.0,Everyone,Racing;Action & Adventure,"August 3, 2018",3.52,4.2 and up,0.26973829201101923
ABCmouse.com,FAMILY,4.3,50887,91M,5000000,Free,0.0,Everyone,Education;Education,"July 3, 2018",7.2.0,4.4 and up,0.18250385802469135
GoodRx Drug Prices and Coupons,MEDICAL,4.8,59158,11M,1000000,Free,0.0,Everyone,Medical,"July 26, 2018",5.4.8,4.1 and up,0.25247104247104246
FollowMyHealth®,MEDICAL,4.6,73118,37M,1000000,Free,0.0,Everyone,Medical,"May 10, 2018",3.3,4.4 and up,0.18942767109847486
Doctor On Demand,MEDICAL,4.7,18674,Varies with device,1000000,Free,0.0,Everyone,Medical,"July 27, 2018",3.25.0,4.4 and up,0.38842992173721336
BioLife Plasma Services,MEDICAL,3.5,250,23M,100000,Free,0.0,Everyone,Medical,"July 9, 2018",1.2.0,4.4 and up,0.15480616605616607
Blood Donor,MEDICAL,4.2,4476,20M,500000,Free,0.0,Everyone,Medical,"July 31, 2018",1.6.2,4.1 and up,0.20522144852501994
CVS Caremark,MEDICAL,3.5,3707,10M,500000,Free,0.0,Everyone,Medical,"July 28, 2018",4.36,4.4 and up,0.19190802253302253
Delta Dental,MEDICAL,3.0,914,Varies with device,100000,Free,0.0,Everyone,Medical,"July 17, 2018",4.6.0,5.0 and up,-0.08418477182539683
Drugs.com Medication Guide,MEDICAL,4.4,15875,Varies with device,1000000,Free,0.0,Everyone,Medical,"May 22, 2018",Varies with device,4.4 and up,0.24735357887601475
HealtheLife,MEDICAL,3.6,190,7.7M,100000,Free,0.0,Everyone,Medical,"January 2, 2018",2.4.0,4.4 and up,0.0632123015873016
Anatomy Learning - 3D Atlas,MEDICAL,4.5,72167,16M,1000000,Free,0.0,Everyone,Medical,"July 18, 2018",2.0,4.1 and up,0.22653244999599165
Baritastic - Bariatric Tracker,MEDICAL,4.7,4318,12M,100000,Free,0.0,Everyone,Medical,"July 26, 2018",1.3.185,4.1 and up,0.41827673686267436
Epocrates Plus,MEDICAL,4.3,23889,Varies with device,1000000,Free,0.0,Everyone,Medical,"July 10, 2018",Varies with device,4.0 and up,0.299594696969697
Davis's Drug Guide for Nurses,MEDICAL,4.5,572,44M,50000,Free,0.0,Everyone,Medical,"July 13, 2018",4.3.2.315,4.4 and up,0.3148148148148148
HESI A2 Pocket Prep,MEDICAL,4.3,2108,28M,50000,Free,0.0,Everyone,Medical,"May 2, 2018",4.5.1,4.4 and up,0.37914682539682537
Davis's Drug Guide,MEDICAL,3.9,272,6.4M,50000,Free,0.0,Everyone,Medical,"December 11, 2017",2.7.36,4.1 and up,-0.10000000000000002
Essential Anatomy 3,MEDICAL,4.1,1533,42M,50000,Paid,11.99,Mature 17+,Medical,"August 7, 2014",1.1.3,4.0.3 and up,0.22551630328583455
Free Hypnosis,MEDICAL,4.2,4303,Varies with device,100000,Free,0.0,Everyone,Medical,"September 6, 2016",Varies with device,Varies with device,0.27579490295815295
Diabetes & Diet Tracker,MEDICAL,4.6,395,19M,1000,Paid,9.99,Everyone,Medical,"July 16, 2018",6.5.1,5.0 and up,0.3636273107523108
Dosecast - Medication Reminder,MEDICAL,4.3,4107,Varies with device,100000,Free,0.0,Everyone,Medical,"April 17, 2018",Varies with device,Varies with device,0.2991495606915015
Ada - Your Health Guide,MEDICAL,4.7,87418,14M,1000000,Free,0.0,Everyone,Medical,"July 16, 2018",2.25.0,4.4 and up,0.3032562929106828
All Mental disorders,MEDICAL,4.5,453,11M,100000,Free,0.0,Everyone,Medical,"July 7, 2017",1.1,4.0.3 and up,0.1986024636532449
Anthem Anywhere,MEDICAL,2.7,2657,24M,500000,Free,0.0,Everyone,Medical,"July 27, 2018",8.0.226,4.4 and up,-0.08797731435231436
BELONG Beating Cancer Together,MEDICAL,4.7,623,20M,50000,Free,0.0,Teen,Medical,"July 29, 2018",4.0.5,4.3 and up,0.35058287290195184
ConnectLine,MEDICAL,3.1,253,4.2M,50000,Free,0.0,Everyone,Medical,"September 12, 2016",1.3.4,2.3.3 and up,0.13801162883082527
Banfield Pet Health Tracker,MEDICAL,4.2,1747,5.9M,100000,Free,0.0,Everyone,Medical,"October 17, 2016",1.2.2,4.0 and up,0.08254051373973248
1800 Contacts - Lens Store,MEDICAL,4.7,23160,26M,1000000,Free,0.0,Everyone,Medical,"July 27, 2018",7.4.1,5.0 and up,0.3181447736291486
"Hide Something - Photo, Video",SOCIAL,4.6,225103,5.3M,5000000,Free,0.0,Everyone,Social,"June 13, 2018",5.1.1,4.1 and up,0.2407102347883598
Facebook Local,SOCIAL,4.2,4751,Varies with device,1000000,Free,0.0,Teen,Social,"June 30, 2018",13.0,4.1 and up,0.1336416983933725
HTC Social Plugin - Facebook,SOCIAL,3.6,13223,2.8M,10000000,Free,0.0,Mature 17+,Social,"June 8, 2016",8.00.752746,4.4 and up,-0.05170496455042354
Family GPS tracker KidControl + GPS by SMS Locator,SOCIAL,4.5,57146,Varies with device,1000000,Free,0.0,Everyone,Social,"July 27, 2018",Varies with device,4.0.3 and up,0.21120309658151457
Blogger,SOCIAL,3.7,138026,2.7M,5000000,Free,0.0,Mature 17+,Social,"February 29, 2016",2.1.3,2.1 and up,0.12512580694159642
Bloglovin',SOCIAL,3.9,8936,Varies with device,500000,Free,0.0,Everyone,Social,"May 18, 2017",Varies with device,Varies with device,0.13395250871813372
Blogaway for Android (Blogger),SOCIAL,3.7,4253,4.1M,100000,Free,0.0,Teen,Social,"May 31, 2018",7.0.7,4.0.3 and up,0.19725448933782266
Banjo,SOCIAL,4.2,58341,9.3M,1000000,Free,0.0,Everyone,Social,"July 25, 2015",4.6.2.0,2.3 and up,0.23085021228771227
Frontback - Social Photos,SOCIAL,3.8,19446,Varies with device,1000000,Free,0.0,Mature 17+,Social,"December 1, 2017",3.4.5,4.0.3 and up,0.20709648569023567
Couple - Relationship App,SOCIAL,4.0,33249,8.4M,1000000,Free,0.0,Everyone,Social,"March 5, 2015",1.8.0,2.3 and up,0.30442296156254967
GS SHOP,SHOPPING,3.8,44255,15M,10000000,Free,0.0,Everyone,Shopping,"August 3, 2018",6.0.4,4.1 and up,0.2391812865497076
Family Dollar,SHOPPING,4.3,2588,21M,1000000,Free,0.0,Everyone,Shopping,"July 23, 2018",2.4.0,4.1 and up,0.24816588074623788
11st,SHOPPING,3.8,48732,20M,10000000,Free,0.0,Everyone,Shopping,"July 31, 2018",7.8.1,4.0 and up,0.18594278406778406
CheckPoints 🏆 Rewards App,SHOPPING,4.1,23187,25M,1000000,Free,0.0,Everyone,Shopping,"June 21, 2018",4.89,4.3 and up,0.27638016323953823
"Ebates: Cash Back, Coupons, Rewards & Savings",SHOPPING,4.5,37253,31M,1000000,Free,0.0,Everyone,Shopping,"August 3, 2018",4.31.2,4.4 and up,0.22538709463051565
FidMe Loyalty Cards & Deals at Grocery Supermarket,SHOPPING,4.2,33758,Varies with device,1000000,Free,0.0,Everyone,Shopping,"August 6, 2018",Varies with device,Varies with device,0.22026761117670207
HauteLook,SHOPPING,4.1,7193,7.3M,500000,Free,0.0,Everyone,Shopping,"July 13, 2018",5.0.2,4.4 and up,0.1720851370851371
Extreme Coupon Finder,SHOPPING,4.1,11798,Varies with device,1000000,Free,0.0,Everyone,Shopping,"May 10, 2018",Varies with device,Varies with device,0.07121421485260772
Checkout 51: Grocery coupons,SHOPPING,4.1,52896,Varies with device,10000000,Free,0.0,Everyone,Shopping,"June 18, 2018",Varies with device,Varies with device,0.1304861457986458
Gyft - Mobile Gift Card Wallet,SHOPPING,4.1,9701,14M,500000,Free,0.0,Everyone,Shopping,"July 25, 2018",2.4.0,4.4 and up,-0.03364355250839038
Etsy: Handmade & Vintage Goods,SHOPPING,4.3,95520,15M,10000000,Free,0.0,Teen,Shopping,"August 3, 2018",5.3.1,4.1 and up,0.3054831433998101
Find&Save - Local Shopping,SHOPPING,4.0,4602,6.2M,500000,Free,0.0,Everyone,Shopping,"December 22, 2017",3.0.0,4.1 and up,0.09095987726263013
Boxed Wholesale,SHOPPING,3.8,6380,Varies with device,1000000,Free,0.0,Everyone,Shopping,"August 2, 2018",Varies with device,Varies with device,0.28700849999248434
ASOS,SHOPPING,4.7,181823,22M,10000000,Free,0.0,Everyone,Shopping,"July 30, 2018",4.4.9,4.4 and up,0.3169166366041366
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37M,1000000,Free,0.0,Everyone,Photography,"August 2, 2018",2.18.2,4.1 and up,0.44618110753701035
Groovebook Photo Books & Gifts,PHOTOGRAPHY,4.0,21159,36M,500000,Free,0.0,Everyone,Photography,"January 31, 2018",2.1.9,4.0.3 and up,0.16392160684527632
HD Camera - Best Cam with filters & panorama,PHOTOGRAPHY,4.5,38953,9.7M,5000000,Free,0.0,Everyone,Photography,"July 26, 2018",2.2.4,4.2 and up,0.22337962962962965
HD Camera - Quick Snap Photo & Video,PHOTOGRAPHY,4.5,21841,7.7M,1000000,Free,0.0,Everyone,Photography,"July 24, 2018",1.6.4,4.2 and up,0.45568627450980387
HD Camera,PHOTOGRAPHY,4.3,49680,8.7M,5000000,Free,0.0,Everyone,Photography,"July 11, 2018",1.8.5,4.2 and up,0.0
Garden Photo Frames - Garden Photo Editor,PHOTOGRAPHY,4.4,1864,13M,500000,Free,0.0,Everyone,Photography,"May 3, 2018",22.0,4.0.3 and up,0.34213675213675215
DSLR Camera Hd Ultra Professional,PHOTOGRAPHY,4.2,4410,4.5M,1000000,Free,0.0,Everyone,Photography,"June 27, 2018",4.1,4.0.3 and up,0.07695175438596491
"Candy selfie - photo editor, live filter camera",PHOTOGRAPHY,4.4,53421,26M,10000000,Free,0.0,Everyone,Photography,"August 6, 2018",2.74.685,4.0.3 and up,0.37279761904761904
Blur Image Background Editor (Blur Photo Editor),PHOTOGRAPHY,4.4,62421,9.6M,5000000,Free,0.0,Everyone,Photography,"July 28, 2018",2.4,4.1 and up,0.23310994560994563
Flickr,PHOTOGRAPHY,4.3,251951,16M,10000000,Free,0.0,Mature 17+,Photography,"July 11, 2018",4.7.3,4.4 and up,0.17743249083092832
HD Camera Ultra,PHOTOGRAPHY,4.3,462152,1.5M,10000000,Free,0.0,Everyone,Photography,"October 17, 2015",2.3.1,Varies with device,0.15469866870710125
Cameringo Lite. Filters Camera,PHOTOGRAPHY,4.2,140917,5.7M,10000000,Free,0.0,Everyone,Photography,"June 11, 2018",2.2.93,4.0 and up,0.7702690972222223
HD Camera Pro for Android,PHOTOGRAPHY,4.1,49211,1.9M,1000000,Free,0.0,Everyone,Photography,"January 19, 2017",1.5.5,2.1 and up,0.07683823529411765
GoPro (formerly Capture),PHOTOGRAPHY,4.0,157506,47M,10000000,Free,0.0,Everyone,Photography,"May 24, 2018",4.5.2,5.0 and up,-0.007790556830735402
Beauty Makeup Snappy Collage Photo Editor - Lidow,PHOTOGRAPHY,4.5,420973,Varies with device,10000000,Free,0.0,Everyone,Photography,"August 2, 2018",Varies with device,Varies with device,0.1532142857142857
"High-Speed Camera (GIF,Burst)",PHOTOGRAPHY,4.1,78140,10M,5000000,Free,0.0,Everyone,Photography,"February 11, 2018",5.5.2,4.0.3 and up,0.34845679012345676
EyeEm - Camera & Photo Filter,PHOTOGRAPHY,4.2,215343,44M,10000000,Free,0.0,Everyone,Photography,"July 14, 2018",6.4.3,4.0.3 and up,0.3380653936903937
HD Camera for Android,PHOTOGRAPHY,4.1,351255,4.0M,10000000,Free,0.0,Everyone,Photography,"June 29, 2018",4.6.0.0,4.2 and up,0.37619140624999997
Adobe Photoshop Express:Photo Editor Collage Maker,PHOTOGRAPHY,4.2,914917,Varies with device,50000000,Free,0.0,Everyone,Photography,"July 22, 2018",5.0.508,4.4 and up,0.18538849807599808
Color Touch Effects,PHOTOGRAPHY,3.8,167652,12M,10000000,Free,0.0,Everyone,Photography,"April 23, 2018",4.5,4.1 and up,0.11572042084377611
"Candy Camera - selfie, beauty camera, photo editor",PHOTOGRAPHY,4.4,3368705,Varies with device,100000000,Free,0.0,Everyone,Photography,"July 16, 2018",4.47,4.0.3 and up,0.19527792017923598
Font Studio- Photo Texts Image,PHOTOGRAPHY,4.2,197295,24M,10000000,Free,0.0,Everyone,Photography,"June 23, 2017",4.0.7,4.0 and up,0.0814592086834734
Add Text To Photo,PHOTOGRAPHY,4.1,21578,1.6M,1000000,Free,0.0,Everyone,Photography,"September 8, 2017",1.1.3,2.3 and up,0.22970324746060042
Free Sports TV,SPORTS,4.3,1802,9.8M,100000,Free,0.0,Everyone,Sports,"June 21, 2018",1.4,4.0.3 and up,0.16731858265191596
Football Live Scores,SPORTS,4.5,107724,6.5M,5000000,Free,0.0,Everyone,Sports,"July 31, 2018",1004.0,4.0 and up,0.4050258891435362
BeSoccer - Soccer Live Score,SPORTS,4.5,152780,Varies with device,10000000,Free,0.0,Everyone,Sports,"July 18, 2018",Varies with device,Varies with device,0.3567684784351451
Eurosport,SPORTS,4.0,121003,Varies with device,10000000,Free,0.0,Everyone,Sports,"August 6, 2018",Varies with device,Varies with device,0.049044557416267946
"All Football GO- Live Score, Games",SPORTS,4.6,1981,10M,100000,Free,0.0,Everyone,Sports,"June 21, 2018",2.9.9go,4.1 and up,0.5265151515151515
Championat,SPORTS,4.3,36490,Varies with device,1000000,Free,0.0,Everyone,Sports,"July 25, 2018",Varies with device,Varies with device,0.19844806447410612
Goal Live Scores,SPORTS,4.4,232423,35M,5000000,Free,0.0,Everyone,Sports,"June 11, 2018",4.2.2,4.0.3 and up,0.17692905844155843
Golf Channel,SPORTS,4.1,19230,88M,1000000,Free,0.0,Everyone,Sports,"May 30, 2018",4.5.19.56,4.1 and up,-0.025728535353535354
"GolfNow: Tee Time Deals at Golf Courses, Golf GPS",SPORTS,4.5,26102,Varies with device,1000000,Free,0.0,Everyone,Sports,"May 3, 2018",Varies with device,Varies with device,0.1683002897862067
Golf GPS by SwingxSwing,SPORTS,4.6,37167,Varies with device,1000000,Free,0.0,Everyone,Sports,"July 30, 2018",Varies with device,4.4 and up,0.20467855061605061
Golf GPS Rangefinder: Golf Pad,SPORTS,4.6,13098,Varies with device,1000000,Free,0.0,Everyone,Sports,"July 28, 2018",Varies with device,Varies with device,0.2726327684661018
"Hole19: Golf GPS App, Rangefinder & Scorecard",SPORTS,4.4,6106,Varies with device,100000,Free,0.0,Everyone,Sports,"August 1, 2018",Varies with device,Varies with device,0.4436382623224729
GolfLogix GPS + Putt Breaks,SPORTS,4.0,11085,61M,1000000,Free,0.0,Everyone,Sports,"June 21, 2018",8.9.3,4.0.3 and up,-0.07843205020288355
Golfshot Plus: Golf GPS,SPORTS,4.1,3387,25M,50000,Paid,29.99,Everyone,Sports,"July 11, 2018",4.18.0,4.1 and up,0.3861793695887446
FanDuel: Daily Fantasy Sports,SPORTS,4.6,29673,57M,1000000,Free,0.0,Mature 17+,Sports,"August 6, 2018",2.46.1,5.0 and up,0.2870834973107701
DraftKings - Daily Fantasy Sports,SPORTS,4.5,50017,41M,1000000,Free,0.0,Adults only 18+,Sports,"July 24, 2018",3.21.324,4.4 and up,0.3123335537918871
Fantasy Football Manager (FPL),SPORTS,4.4,63650,4.6M,1000000,Free,0.0,Everyone,Sports,"August 3, 2018",7.0.2,4.1 and up,0.29987097869450813
CBS Sports Fantasy,SPORTS,4.0,43611,27M,1000000,Free,0.0,Everyone,Sports,"June 27, 2018",3.17.0+3,5.0 and up,0.24850236370438392
850 Sports News Digest,SPORTS,4.6,539,Varies with device,10000,Free,0.0,Everyone,Sports,"August 23, 2016",Varies with device,Varies with device,0.5428597480561766
"FIFA - Tournaments, Soccer News & Live Scores",SPORTS,4.2,342912,6.0M,10000000,Free,0.0,Everyone,Sports,"August 3, 2018",4.3.1,4.4 and up,0.06825822325822326
Fantasy Football & NFL News,SPORTS,4.5,2943,8.1M,100000,Free,0.0,Everyone,Sports,"May 15, 2018",6.1.3,2.3.3 and up,0.4212411580793934
Golfshot: Golf GPS + Tee Times,SPORTS,4.3,7543,25M,500000,Free,0.0,Everyone,Sports,"July 11, 2018",1.31.0,4.1 and up,0.34424886363636364
BBC Sport,SPORTS,4.2,18679,Varies with device,1000000,Free,0.0,Everyone,Sports,"April 25, 2018",Varies with device,Varies with device,0.16657655269900168
"FOX Sports: Live Streaming, Scores & News",SPORTS,4.0,28895,82M,5000000,Free,0.0,Teen,Sports,"August 2, 2018",4.4.15,5.0 and up,0.3132563003775125
Fantasy Football,SPORTS,3.5,50179,23M,1000000,Free,0.0,Everyone,Sports,"August 2, 2018",2.5.7.1,5.0 and up,0.0625806329338938
CityMaps2Go Plan Trips Travel Guide Offline Maps,TRAVEL_AND_LOCAL,4.3,64713,58M,1000000,Free,0.0,Everyone,Travel & Local,"June 9, 2018",10.9.8 (Play),5.0 and up,0.31709577922077925
Google Trips - Travel Planner,TRAVEL_AND_LOCAL,4.1,26871,Varies with device,5000000,Free,0.0,Everyone,Travel & Local,"July 26, 2018",1.10.0.205086730,4.1 and up,0.3
GPS Map Free,TRAVEL_AND_LOCAL,4.0,33782,7.6M,5000000,Free,0.0,Everyone,Travel & Local,"July 11, 2018",4.6,4.0 and up,0.7
GasBuddy: Find Cheap Gas,TRAVEL_AND_LOCAL,4.6,751551,42M,10000000,Free,0.0,Mature 17+,Travel & Local,"August 2, 2018",5.2.0 21127,4.4 and up,0.2726742875180375
"AT&T Navigator: Maps, Traffic",TRAVEL_AND_LOCAL,3.6,32862,14M,10000000,Free,0.0,Everyone,Travel & Local,"December 6, 2016",5.10.6.2.8466393,4.1 and up,0.07130096542927515
AirAsia,TRAVEL_AND_LOCAL,3.9,98585,37M,10000000,Free,0.0,Everyone,Travel & Local,"July 16, 2018",5.0.4,4.4 and up,-0.1036063011063011
Goibibo - Flight Hotel Bus Car IRCTC Booking App,TRAVEL_AND_LOCAL,4.3,459851,Varies with device,10000000,Free,0.0,Everyone,Travel & Local,"August 1, 2018",3.9.7,4.3 and up,0.41273037391458445
Allegiant,TRAVEL_AND_LOCAL,3.1,5572,21M,1000000,Free,0.0,Everyone,Travel & Local,"July 12, 2018",5.16.1,4.4 and up,0.2333333333333333
Amtrak,TRAVEL_AND_LOCAL,3.7,16815,28M,1000000,Free,0.0,Everyone,Travel & Local,"July 15, 2018",3.1.3,5.0 and up,-0.028284245516388376
Flight & Hotel Booking App - ixigo,TRAVEL_AND_LOCAL,4.4,45562,Varies with device,5000000,Free,0.0,Everyone,Travel & Local,"July 30, 2018",4.0.9.1,4.1 and up,0.341024531024531
Foursquare Swarm: Check In,TRAVEL_AND_LOCAL,3.9,421800,Varies with device,10000000,Free,0.0,Teen,Travel & Local,"July 27, 2018",Varies with device,Varies with device,-0.06233983927949446
Flightradar24 Flight Tracker,TRAVEL_AND_LOCAL,4.3,171889,Varies with device,10000000,Free,0.0,Everyone,Travel & Local,"July 18, 2018",7.8.0,Varies with device,0.19662472943722945
2GIS: directory & navigator,TRAVEL_AND_LOCAL,4.5,768833,Varies with device,50000000,Free,0.0,Everyone,Travel & Local,"July 30, 2018",Varies with device,Varies with device,0.22312904265873015
Find Dining Restaurant Finder,TRAVEL_AND_LOCAL,4.1,427,26M,100000,Free,0.0,Everyone,Travel & Local,"March 21, 2016",1.2.1,4.1 and up,0.3394679300291545
Hipmunk Hotels & Flights,TRAVEL_AND_LOCAL,4.3,16734,10.0M,1000000,Free,0.0,Everyone,Travel & Local,"July 31, 2018",8.8.2,5.0 and up,0.5463015873015873
CWT To Go,TRAVEL_AND_LOCAL,4.4,20313,57M,100000,Free,0.0,Everyone,Travel & Local,"August 5, 2018",17.7.8,4.4 and up,0.28675125313283206
Cheap Flights & Hotels momondo,TRAVEL_AND_LOCAL,4.2,42546,24M,5000000,Free,0.0,Everyone,Travel & Local,"April 25, 2018",7.6.5,4.4 and up,0.18377557627557628
"CheapTickets – Hotels, Flights & Travel Deals",TRAVEL_AND_LOCAL,4.4,6925,Varies with device,1000000,Free,0.0,Everyone,Travel & Local,"July 25, 2018",Varies with device,Varies with device,0.2941989422458173
Hopper - Watch & Book Flights,TRAVEL_AND_LOCAL,4.4,52028,Varies with device,5000000,Free,0.0,Everyone,Travel & Local,"June 29, 2018",Varies with device,5.0 and up,0.1780442098098064
Flights,TRAVEL_AND_LOCAL,4.4,18039,3.1M,1000000,Free,0.0,Everyone,Travel & Local,"July 26, 2018",3.6.6,4.1 and up,0.140565164002664
Fly Delta,TRAVEL_AND_LOCAL,3.7,27560,46M,5000000,Free,0.0,Everyone,Travel & Local,"July 31, 2018",4.13.2,5.0 and up,0.14325237137108365
Choice Hotels,TRAVEL_AND_LOCAL,4.4,17915,Varies with device,1000000,Free,0.0,Everyone,Travel & Local,"July 18, 2018",Varies with device,Varies with device,0.2987896825396826
